#,Title (English),Title (Sindhi),Author (English),Author (Sindhi),Year,Publisher,Category,Language,Link,Thumbnail
2632,Sachal Sarmast Jo Aafaqi Paigham,سچل سرمست جو آفاقي پيغام,Dr. Atta Muhammad Hami,ڊاڪٽر عطا محمد حامي,2013,"Sindhi Adabi Board, Jamshoro.",Articles,Sindhi,https://lib.sindh.org/download/6885,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/675ab0bd43f49.png
2633,Sagar Jee Lahrun Te,ساگر جي لھرن تي (ڪھاڻيون),Hafiz Shaikh,حفيظ شيخ,1976,"Sindhi Academy, Hyderabad.",Fiction,Sindhi,https://lib.sindh.org/download/6884,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/675aadbea34f1.png
2634,Zahar Aen Zam Zam,زھر ۽ زم زم (شاعري),Syed Murtaza Dadahi,سيد مرتضيٰ ڏاڏاھي,1984,"Bazam-e-Murtaza, Tando Allahyar.",Poetry,Sindhi,https://lib.sindh.org/download/6883,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/675aabc548007.png
2635,Risalo Rahanmai,رسالو رھنمائي,Manthar Faqeer Rajar,منٺار فقير راڄڙ,2014,"Sindhi Adabi Board, Jamshoro.",Poetry,Sindhi,https://lib.sindh.org/download/6882,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/675aab48c87cc.png
2636,Hazrat Ali Jo Wasiyat Namo Panhinje Put Je Nale,حضرت علي جو وصيت نامو پنھنجي پٽ جي نالي,Raza Ali Abidi,رضا علي عابدي (سنڌيڪار مشتاق”مسرور”باريچو),2009,"Hyderi Kutub Khano, Bhit Shah.",Religion,Sindhi,https://lib.sindh.org/download/6881,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/675aaa143ca06.png
2637,Chhah Chhah Pesa Ba Ba Payoon,ڇھہ ڇھہ پئسا ٻہ ٻہ پايون (ٻارن لاء شاعري),Kishinchand Bewas,ڪشنچند بيوس (مرتب نصير مرزا),2020,"Sindhi Adabi Board, Jamshoro.",Poetry,Sindhi,https://lib.sindh.org/download/6880,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/675a98236f523.png
2638,Janat ul Naem Fi Fazail al Quran ul kareem,جنة النعيم في فضائل القرآن الڪريم,Makhdoom Muhammad Hashim Thattvi,مخدوم محمد ھاشم ٺٽوي (سنڌيڪار مولانا سليم الله سومرو),2017,"Sindhi Adabi Board, Jamshoro.",Religion,Sindhi,https://lib.sindh.org/download/6879,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/675a9576160f2.png
2639,Geometry Sindhi Schoolan Lai,جاميٽري سنڌي اسڪولن لاء,Kishinchand Gulab Singh Gidwani,ڪشنچند گلاب سنگ گدواڻي,1937,"Messers Pokardas & Sons Booksellers, Karachi.",Education / Pedagogy,Sindhi,https://lib.sindh.org/download/6878,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/675a93c96164b.png
2640,Te Dev Ya Rakas,ٽي ديو يا راڪاس,Shams-ul-Ulma Mirza Qaleech Baig,شمس العلماء مرزا قليچ بيگ,2018,"Sindhi Adabi Board, Jamshoro.",Fiction,Sindhi,https://lib.sindh.org/download/6877,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/675a92e29c5ba.png
2641,Tazkara Lutfi (Vol. 2),تذڪره لطفي (ڀاڱو ٻيو),Lutfullah Badvi,لطف الله بدوي,1968,"R. H. Ahmed And Brothers, Hyderabad.",Poetry,Sindhi,https://lib.sindh.org/download/6876,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/675a90cd655d2.png
2642,Tadreesi Muavnat (Silsilo No. 1),تدريسي معاونات (سلسلو نمبر 1),Allah Warayo Behan et al.,الله ورايو بيھڻ ۽ ٻيا,1979,"Bureau of Curriculum, Jamshoro.",Education / Pedagogy,Sindhi,https://lib.sindh.org/download/6875,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/675a8c78792e0.png
2643,Tuhfat al Niswan,تحفة النسوان,Shams-ul-Ulma Mirza Qaleech Baig,شمس العلماء مرزا قليچ بيگ,2006,"Sindhi Adabi Board, Jamshoro.",Autobiography / Biography,Sindhi,https://lib.sindh.org/download/6874,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/675a7c942e122.png
2644,Panhinjee Boli Piyari Boli,پنھنجي ٻولي پياري ٻولي (ٻارن لاء شاعري),Zulfiqar Siyal,ذوالفقار سيال,2013,"Sindhi Adabi Board, Jamshoro.",Poetry,Sindhi,https://lib.sindh.org/download/6873,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/675a7845ecb24.png
2645,Paryun Joon Kahaniyoon,پرين جون ڪھاڻيون (سلسلو ٻاراڻو ادب),Ayaz Qadri,اياز قادري,2020,"Sindhi Adabi Board, Jamshoro.",Children's Literature,Sindhi,https://lib.sindh.org/download/6872,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/675a773724e2d.png
2646,Primary Teachers Refresher Course Conference Dadu,پرائمري ٽيچرس ريفريشر ڪورس ڪانفرنس دادو,Ghulam Raza Bhutto,غلام رضا ڀٽو,1960,"Primary Training Institutions, Hyderabad.",Education / Pedagogy,Sindhi,https://lib.sindh.org/download/6871,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/675a7543c0951.png
2647,Patiyal Akhiyoon Aen Pooriyal Akhiyoon,پٽيل اکيون ۽ پوريل اکيون,Shams-ul-Ulma Mirza Qaleech Baig,شمس العلماء مرزا قليچ بيگ,2018,"Sindhi Adabi Board, Jamshoro.",Fiction,Sindhi,https://lib.sindh.org/download/6870,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/675a73de499e7.png
2648,Akhbar Taleem Monthly (1982 July-August),ماھوار اخبار تعليم (1982 جولاء-آگسٽ),Abdul Jabbar Mughal,عبدالجبار مغل,1982,"Abdul Jabbar Mughal, Hyderabad.",Magazine / Journal,Sindhi,https://lib.sindh.org/download/6869,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/675977fab0d45.png
2649,Akhbar Taleem Monthly (1981 September-December),ماھوار اخبار تعليم (1981 سيپٽمبر-ڊسمبر),Abdul Jabbar Mughal,عبدالجبار مغل,1981,"Abdul Jabbar Mughal, Hyderabad.",Magazine / Journal,Sindhi,https://lib.sindh.org/download/6868,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/675976bf305f0.png
2650,Akhbar Taleem Monthly (1981 June-August),ماھوار اخبار تعليم (1981 جون-آگسٽ),Abdul Jabbar Mughal,عبدالجبار مغل,1981,"Abdul Jabbar Mughal, Hyderabad.",Magazine / Journal,Sindhi,https://lib.sindh.org/download/6867,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/6759769f234e5.png
2651,Akhbar Taleem Monthly (1981 April-May),ماھوار اخبار تعليم (1981 اپريل­-مئي),Abdul Jabbar Mughal,عبدالجبار مغل,1981,"Abdul Jabbar Mughal, Hyderabad.",Magazine / Journal,Sindhi,https://lib.sindh.org/download/6866,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/6759768d279c1.png
2652,Akhbar Taleem Monthly (1981 March),ماھوار اخبار تعليم (1981 مارچ),Abdul Jabbar Mughal,عبدالجبار مغل,1981,"Abdul Jabbar Mughal, Hyderabad.",Magazine / Journal,Sindhi,https://lib.sindh.org/download/6865,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/6759767b7b555.png
2653,Akhbar Taleem Monthly (1971 March-April),ماھوار اخبار تعليم (1971 مارچ-اپريل),Hafiz Abdul Sattar Memon,حافظ عبدالستار ميمڻ,1971,"Ustad Allah Bux Qureshi, Hyderabad.",Magazine / Journal,Sindhi,https://lib.sindh.org/download/6864,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/6759744337de2.png
2654,Akhbar Taleem Monthly (1968 November),ماھوار اخبار تعليم (1968 نومبر),Wahid Bakhsh Shaikh,واحد بخش شيخ,1968,"Mr. Abdulfatah Abd, Hyderabad.",Magazine / Journal,Sindhi,https://lib.sindh.org/download/6863,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/6759743437696.png
2655,Akhbar Taleem Monthly (1968 September),ماھوار اخبار تعليم (1968 سيپٽمبر),Wahid Bakhsh Shaikh,واحد بخش شيخ,1968,"Mr. Abdulfatah Abd, Hyderabad.",Magazine / Journal,Sindhi,https://lib.sindh.org/download/6862,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/67597424b8f09.png
2656,Akhbar Taleem Monthly (1968 August),ماھوار اخبار تعليم (1968 آگسٽ),Wahid Bakhsh Shaikh,واحد بخش شيخ,1968,"Mr. Abdulfatah Abd, Hyderabad.",Magazine / Journal,Sindhi,https://lib.sindh.org/download/6861,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/675973e7cb7ae.png
2657,Akhbar Taleem Monthly (1968 June-July),ماھوار اخبار تعليم (1968 جون-جولاء),Wahid Bakhsh Shaikh,واحد بخش شيخ,1968,"Mr. Abdulfatah Abd, Hyderabad.",Magazine / Journal,Sindhi,https://lib.sindh.org/download/6860,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/675973b72a3bc.png
2658,Akhbar Taleem Monthly (1968 May),ماھوار اخبار تعليم (1968 مئي),Wahid Bakhsh Shaikh,واحد بخش شيخ,1968,"Mr. Abdulfatah Abd, Hyderabad.",Magazine / Journal,Sindhi,https://lib.sindh.org/download/6859,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/6759737d411aa.png
2659,Baran Lai Mazmoon,ٻارن لاء مضمون,Saba Shah,صبا شاھہ,2018,"Sindhi Adabi Board, Jamshoro.",Articles,Sindhi,https://lib.sindh.org/download/6858,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/67597037e660c.png
2660,Bar Akhyun Ja Thar,ٻار اکين جا ٺار (ٻارن لاء شاعري),Paryal Dayo,پريل دايو,2014,"Sindhi Adabi Board, Jamshoro.",Poetry,Sindhi,https://lib.sindh.org/download/6857,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/67596f677dde5.png
2661,Eain Chayo Muhammad (PBUH),ايئن چيو محمد ﷺ,Noor Ahmed Memon,نور احمد ميمڻ,1998,"Sindhica Academy, Karachi.",Religion,Sindhi,https://lib.sindh.org/download/6856,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/675968a0ab1f2.png
2662,Aayat Bayyenat,آيات بينات,Azizullah Bohio,عزيزالله ٻوھيو,2000,"Sindh Sagar Academy, Dokri.",Religion,Sindhi,https://lib.sindh.org/download/6855,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/675965744a0ac.png
2663,Alwasiat Alhashimiat,الوصية الھاشمية,Muhammad Hashim Thattvi,محمد ھاشم ٺٽوي (سنڌيڪار ڊاڪٽر محمد اشرف سمون),1995,"Al Rashid Academy, Karachi.",Autobiography / Biography,Sindhi,https://lib.sindh.org/download/6854,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/6759641713e03.png
2664,Almufid Fi al Adad al Hindi,المفيد في العدد الھندي (ھند سنڌ ۾ عدد ۽ انھن جو استعمال),Shaikh Muhammad Bin Abdullah Umoya Suhrawardi,شيخ محمد بن عبدالله عمويہ سھروردي (سنڌيڪار انس راڄپر),2012,"Sindhi Adabi Board, Jamshoro.",Education / Pedagogy,Sindhi,https://lib.sindh.org/download/6853,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/67596134673e4.png
2665,Adabi Sindhi Osar,ادبي سنڌي اوسر,Ghulam Ali Allana And Zubaida Shaikh,غلام علي الانا ۽ زبيده شيخ,1967,"Sindhi Zaban Publication, Hyderabad.",History,Sindhi,https://lib.sindh.org/download/6852,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/6759529e37a55.png
2666,"Gul Phul Monthly (Vol. 47, No. 12, 2013)",ماھوار گل ڦل (جلد 47، نمبر 12، 2013),Najma Panhwar,نجمہ پنھور,2013,"Sindhi Adabi Board, Jamshoro.",Magazine / Journal,Sindhi,https://lib.sindh.org/download/6851,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/67593eac70cb4.png
2667,"Gul Phul Monthly (Vol. 47, No. 11, 2013)",ماھوار گل ڦل (جلد 47، نمبر 11، 2013),Najma Panhwar,نجمہ پنھور,2013,"Sindhi Adabi Board, Jamshoro.",Magazine / Journal,Sindhi,https://lib.sindh.org/download/6850,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/67593db208e58.png
2668,"Gul Phul Monthly (Vol. 47, No. 9, 2013)",ماھوار گل ڦل (جلد 47، نمبر 9، 2013),Najma Panhwar,نجمہ پنھور,2013,"Sindhi Adabi Board, Jamshoro.",Magazine / Journal,Sindhi,https://lib.sindh.org/download/6849,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/67593d9f09d02.png
2669,"Gul Phul Monthly (Vol. 47, No. 7-8, 2013)",ماھوار گل ڦل (جلد 47، نمبر 7-8، 2013),Najma Panhwar,نجمہ پنھور,2013,"Sindhi Adabi Board, Jamshoro.",Magazine / Journal,Sindhi,https://lib.sindh.org/download/6848,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/67593d4c452bd.png
2670,"Gul Phul Monthly (Vol. 47, No. 2-4, 2013)",ماھوار گل ڦل (جلد 47، نمبر 2-4، 2013),Najma Panhwar,نجمہ پنھور,2013,"Sindhi Adabi Board, Jamshoro.",Magazine / Journal,Sindhi,https://lib.sindh.org/download/6847,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/67593cdad92c7.png
2671,"Gul Phul Monthly (Vol. 42, No. 12, 2009)",ماھوار گل ڦل (جلد 42، نمبر 12، 2009),Najma Panhwar,نجمہ پھنور,2009,"Sindhi Adabi Board, Jamshoro.",Magazine / Journal,Sindhi,https://lib.sindh.org/download/6846,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/67593aa21c4a8.png
2672,"Gul Phul Monthly (Vol. 42, No. 9, 2009)",ماھوار گل ڦل (جلد 42، نمبر 9، 2009),Najma Panhwar,نجمہ پنھور,2009,"Sindhi Adabi Board, Jamshoro.",Magazine / Journal,Sindhi,https://lib.sindh.org/download/6845,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/6759396f9584e.png
2673,"Gul Phul Monthly (Vol. 42, No. 7, 2009)",ماھوار گل ڦل (جلد 42، نمبر 7، 2009),Najma Panhwar,نجمہ پنھور,2009,"Sindhi Adabi Board, Jamshoro.",Magazine / Journal,Sindhi,https://lib.sindh.org/download/6844,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/6759382a30480.png
2674,"Gul Phul Monthly (Vol. 42, No. 6, 2009)",ماھوار گل ڦل (جلد 42، نمبر 6، 2009),Najma Panhwar,نجمہ پنھور,2009,"Sindhi Adabi Board, Jamshoro.",Magazine / Journal,Sindhi,https://lib.sindh.org/download/6843,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/6759380e6c0f2.png
2675,"Gul Phul Monthly (Vol. 42, No. 2, 2009)",ماھوار گل ڦل (جلد 42، نمبر 2، 2009),Najma Panhwar,نجمہ پنھور,2009,"Sindhi Adabi Board, Jamshoro.",Magazine / Journal,Sindhi,https://lib.sindh.org/download/6842,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/6759361994e1e.png
2676,Lekhan Jo Lekho: Wijhee Jeeuo Janjar,ليکن جو ليکو: وجهي جيء جنجار,Hameed Soomro,حميد سومرو,2024,"Abdul Rehman Pirzado, Hyderabad.",Literary Criticism,Sindhi,https://lib.sindh.org/download/6841,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/6759331dbae54.png
2677,Layo Sajayo,لايو سجايو,Abdul Rehman Pirzado,عبدالرحمٰن پيرزادو,2024,"Abdul Rehman Pirzado, Hyderabad.",Poetry,Sindhi,https://lib.sindh.org/download/6840,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/6759328ca1185.png
2678,Goongo,گونگو (ڪٿائون),Abdul Rehman Pirzado,عبدالرحمٰن پيرزادو,2024,"Abdul Rehman Pirzado, Hyderabad.",Misc,Sindhi,https://lib.sindh.org/download/6839,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/6759325879bbb.png
